,"Symbol","Name","Exchange","Sector","industry","dividendRate","exDividendDate","lastSplitDate","lastSplitFactor","Buy","Sell","Hold","Previous_Earnings_Date","Expected","Actual","Surprise","Future Earnings Date","daysSinceLastDividend","BBP","Exponential Moving Average","day1","day2","day3","day4"
852,"AXTA","Axalta Coating Systems Ltd.","NYSE","Basic Industries","Paints/Coatings",,0,0,0,8,0,2,"2020-07-28",-0.11,-0.15,-40.19,"2020-10-22",0,0.184217221860161,0.797410563173426,1,1,0,1
853,"AX","Axos Financial, Inc.","NYSE","Finance","Savings Institutions",,0,0,0,2,0,0,"2020-07-28",0.54,0.75,38.12,"2020-10-27",0,0.43806200339891,0.703673645039323,0,0,0,0
854,"SAN","Banco Santander, S.A.","NYSE","Finance","Commercial Banks",,1572393600,0,0,0,1,0,"2020-07-28","-","-","-",,272,-0.0583246838322,0.619465333291346,0,0,0,0
855,"BCS","Barclays PLC","NYSE","Finance","Commercial Banks",,1582761600,0,0,1,0,0,"2020-07-28","-","-","-",,152,0.338883933476102,0.68227312783146,1,0,0,0
856,"BTE","Baytex Energy Corp","NYSE","Energy","Oil & Gas Production",,1439942400,0,0,0,0,0,"2020-07-28",-0.17,-0.25,-42.86,,1805,0.859493090276293,0.464848477590839,0,0,0,0
857,"BHLB","Berkshire Hills Bancorp, Inc.","NYSE","Finance","Banks",0.96,1593129600,0,0,1,0,1,"2020-07-28",-0.19,-10.93,-5652.63,,32,0.533368913444515,0.335840726488971,0,1,1,0
858,"APRN","Blue Apron Holdings, Inc.","NYSE","Consumer Services","Catalog/Specialty Distribution",,0,0,0,0,0,1,"2020-07-28",-0.45,0.08,117.78,,0,0.816755680558456,1.81119087358736,0,0,0,0
859,"BVN","Buenaventura Mining Company Inc.","NYSE","Basic Industries","Precious Metals",0.09,1574380800,0,0,0,0,0,"2020-07-28",-0.18,-0.1,45.36,,249,1.72760093028378,0.645392414803254,1,1,1,1
860,"BG","Bunge Limited","NYSE","Consumer Non-Durables","Packaged Foods",2,1605571200,0,0,1,0,0,"2020-07-28",1.32,3.88,194.16,"2020-10-28",-112,0.660626725066445,0.789920455931115,1,1,1,1
861,"CBD","Companhia Brasileira de Distribuicao","NYSE","Consumer Services","Food Chains",0.15,1588550400,0,0,0,0,0,"2020-07-28","-","-","-",,85,1.6221044869517,0.73419124278002,1,0,0,0
862,"DB","Deutsche Bank AG","NYSE","Finance","Major Banks",,1495152000,0,0,0,0,0,"2020-07-28",-0.05,"-","-",,1166,0.019808232137075,1.31680213881492,1,0,0,0
863,"DIN","Dine Brands Global, Inc.","NYSE","Consumer Services","Restaurants",,1584576000,0,0,3,0,1,"2020-07-28",-0.93,-0.87,6.05,"2020-10-28",131,0.139826590184952,0.515836863012598,1,1,1,1
864,"FBHS","Fortune Brands Home & Security, Inc.","NYSE","Basic Industries","Homebuilding",0.96,1598486400,0,0,1,0,3,"2020-07-28",0.6,0.94,57.98,"2020-10-21",-30,0.740306086040245,1.04571443194889,1,1,1,1
865,"MAA","Mid-America Apartment Communities, Inc.","NYSE","Consumer Services","Real Estate Investment Trusts",4,1594684800,0,0,2,0,1,"2020-07-28",0.54,0.65,21.27,"2020-10-28",14,-0.68123592559226,0.85201903413413,1,1,1,1
866,"NOA","North American Construction Group Ltd.","NYSE","Energy","Oilfield Services/Equipment",0.12,1598572800,0,0,0,0,0,"2020-07-28",0.18,0.45,145.9,,-31,-0.240291316540277,0.544662004213961,0,0,0,0
867,"PAG","Penske Automotive Group, Inc.","NYSE","Consumer Durables","Automotive Aftermarket",,1582243200,0,0,4,0,0,"2020-07-28",0.55,0.56,2.75,"2020-10-27",158,0.818598546701974,0.829718423838404,1,1,1,1
868,"AEGN","Aegion Corp","Nasdaq","Basic Industries","Water Supply",,0,0,0,0,0,0,"2020-07-28",0.21,0.25,19.62,"2020-10-28",0,0.775395717695186,0.729964325087433,0,1,0,0
869,"ALIM","Alimera Sciences, Inc.","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,0,0,0,"2020-07-28",-1.61,-0.51,68.42,"2020-10-27",0,-0.319608518110049,1.20672829321994,1,1,1,1
870,"ALKS","Alkermes plc","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,0,0,1,"2020-07-28",-0.01,0.06,600,"2020-10-21",0,-0.054668022185601,0.907597709376131,1,1,1,1
871,"ALGT","Allegiant Travel Company","Nasdaq","Transportation","Air Freight/Delivery Services",,1582848000,0,0,4,0,1,"2020-07-28",-5.01,-5.96,-18.99,"2020-10-22",151,0.370678744632623,0.660004847986116,1,1,1,1
872,"ALTA","Altabancorp","Nasdaq","Finance","Major Banks",0.52,1596758400,0,0,1,0,0,"2020-07-28",0.47,0.55,17.52,,-10,,,0,0,0,0
873,"APA","Apache Corporation","Nasdaq","Energy","Oil & Gas Production",0.1,1595289600,0,0,3,0,6,"2020-07-28",-1.01,-0.74,26.73,"2020-10-28",7,1.28758006690973,0.594432733236553,0,0,0,0
874,"APHA","Aphria Inc.","Nasdaq","Consumer Durables","Specialty Chemicals",,0,0,0,0,0,0,"2020-07-28",-0.01,-0.14,-1066.67,,0,0.911155222935732,1.04035089498815,0,0,0,1
875,"ARCB","ArcBest Corporation","Nasdaq","Transportation","Trucking Freight/Courier Services",0.32,1596672000,0,0,2,0,3,"2020-07-28","-",0.67,33400,"2020-10-29",-9,0.927396804468181,0.994405383722455,0,0,0,1
876,"ACGL","Arch Capital Group Ltd.","Nasdaq","Finance","Property-Casualty Insurers",,0,0,0,2,0,2,"2020-07-28",-0.23,0.04,117.17,,0,0.718190980785414,0.7118689226218,1,1,1,0
877,"ACGLP","Arch Capital Group Ltd.","Nasdaq","Finance","Property-Casualty Insurers",1.31,1583971200,0,0,2,0,2,"2020-07-28",-0.23,0.04,117.17,"2020-10-27",138,0.691215916727482,1.01449126762754,0,1,0,0
878,"ATNI","ATN International, Inc.","Nasdaq","Public Utilities","Telecommunications Equipment",0.68,1593388800,0,0,0,0,0,"2020-07-28",0.02,0.3,1478.95,"2020-10-21",29,0.001919198916839,1.07997580493726,0,0,0,0
879,"ADP","Automatic Data Processing, Inc.","Nasdaq","Technology","EDP Services",3.64,1599696000,0,0,0,2,3,"2020-07-28",0.96,1.14,19.25,"2020-10-28",-44,-0.095947776285229,0.88159369587168,1,0,0,0
880,"AWRE","Aware, Inc.","Nasdaq","Technology","Computer Software: Prepackaged Software",,1406246400,0,0,0,0,0,"2020-07-28","-","-","-","2020-10-27",2195,0.888631222858467,0.926000006993611,0,0,0,0
881,"BFIN","BankFinancial Corporation","Nasdaq","Finance","Savings Institutions",0.4,1597104000,0,0,0,0,0,"2020-07-28",0.07,0.16,146.15,"2020-10-19",-14,-0.42847664439973,0.585996139746084,0,0,0,1
882,"BGFV","Big 5 Sporting Goods Corporation","Nasdaq","Consumer Services","Other Specialty Stores",0.4,1598832000,0,0,0,0,0,"2020-07-28","-","-","-","2020-10-27",-34,0.99462121377207,1.03279381584515,1,1,1,1
883,"BKCC","BlackRock Capital Investment Corporation","Nasdaq",,,0.4,1597622400,0,0,0,0,0,"2020-07-28",0.11,0.13,16.07,"2020-10-28",-20,-0.186784975218877,0.551141819191383,0,0,0,0
884,"CFBK","CF Bankshares Inc.","Nasdaq","Finance","Major Banks",,1230681600,0,0,0,0,0,"2020-07-28","-","-","-",,4227,0.238241616039008,0.738084839329575,1,0,0,0
885,"FCNCA","First Citizens BancShares, Inc.","Nasdaq","Finance","Major Banks",1.6,1599782400,0,0,0,0,0,"2020-07-28","-","-","-","2020-10-27",-45,0.475823230641293,0.763361639891438,1,1,1,1
886,"ISBC","Investors Bancorp, Inc.","Nasdaq","Finance","Major Banks",0.48,1596758400,0,0,1,0,0,"2020-07-28",0.17,0.18,7.78,"2020-10-21",-10,0.560715737943861,0.699682175007643,0,1,0,0
887,"KLIC","Kulicke and Soffa Industries, Inc.","Nasdaq","Technology","Semiconductors",0.48,1600905600,0,0,1,0,0,"2020-07-28",0.14,0.21,50,"2020-11-12",-58,0.944932283401424,0.921694275080698,1,1,0,1
888,"LEVL","Level One Bancorp, Inc.","Nasdaq","Finance","Major Banks",0.2,1593388800,0,0,0,0,1,"2020-07-28",0.47,0.26,-45.03,,29,0.232035738819571,0.694847188358267,0,0,0,1
889,"MNSB","MainStreet Bancshares, Inc.","Nasdaq","Finance","Major Banks",,0,0,0,0,0,0,"2020-07-28",0.42,-0.08,-119.05,,0,1.46625104285805,0.61163778215871,0,0,0,0
890,"ORLY","O&#39;Reilly Automotive, Inc.","Nasdaq","Consumer Services","Other Specialty Stores",,0,0,0,3,0,1,"2020-07-28",4.3,7.1,65.08,"2020-10-21",0,1.32110210400389,0.98622070730549,1,1,0,1
891,"PTRS","Partners Bancorp","Nasdaq","Finance","Major Banks",0.1,1593043200,0,0,0,0,0,"2020-07-28","-","-","-",,33,,,1,1,1,1
892,"RRBI","Red River Bancshares, Inc.","Nasdaq","Finance","Major Banks",0.24,1599782400,0,0,0,0,0,"2020-07-28",0.75,0.93,24.83,,-45,-0.142456740094647,0.854831461463619,1,1,1,1
893,"SMBC","Southern Missouri Bancorp, Inc.","Nasdaq","Finance","Banks",0.6,1597276800,0,0,0,0,0,"2020-07-28","-","-","-",,-16,-0.209661622616237,0.602723341359683,0,0,0,0
894,"UBCP","United Bancorp, Inc.","Nasdaq","Finance","Major Banks",0.57,1599609600,0,0,0,0,0,"2020-07-28","-","-","-",,-43,-0.796332961817772,0.918313019495218,1,1,1,0
895,"USAP","Universal Stainless & Alloy Products, Inc.","Nasdaq","Basic Industries","Steel/Iron Ore",,0,0,0,0,0,0,"2020-07-28",-0.28,-0.27,3.57,,0,-0.188888112213576,0.563009272584455,0,1,0,0
896,"ANVS","Annovis Bio, Inc.","AMEX","Health Care","Major Pharmaceuticals",,0,0,0,0,0,0,"2020-07-28",-0.15,-0.34,-126.67,,0,0.65788571238338,,0,0,0,0
897,"EVBN","Evans Bancorp, Inc.","AMEX","Finance","Major Banks",1.16,1600041600,0,0,0,0,0,"2020-07-28",0.24,0.09,-62.5,,-48,0.2849633572421,0.587353047984478,0,0,0,0
898,"EGHT","8x8 Inc","NYSE","Technology","EDP Services",,0,0,0,1,1,6,"2020-07-29",-0.12,-0.07,43.55,"2020-10-28",0,0.701116191354016,0.785258871184806,0,0,0,0
899,"EGHT","8x8 Inc","Nasdaq","Technology","EDP Services",,0,0,0,1,1,6,"2020-07-29",-0.12,-0.07,43.55,"2020-10-28",0,0.701116191354016,0.785258871184806,0,0,0,0
900,"AOS","A.O Smith Corporation","NYSE","Consumer Durables","Consumer Electronics/Appliances",0.96,1596067200,0,0,0,1,5,"2020-07-29",0.42,0.45,7.14,"2020-10-27",-1,0.656415473553931,1.0165023308888,1,1,1,1
901,"ADSW","Advanced Disposal Services, Inc.","NYSE","Public Utilities","Environmental Services",,0,0,0,0,0,1,"2020-07-29","-",0.19,9400,"2020-10-27",0,-0.039491022071389,0.918863556923763,1,1,1,1
902,"AGCO","AGCO Corporation","NYSE","Capital Goods","Industrial Machinery/Components",0.64,1597276800,0,0,0,0,4,"2020-07-29",0.08,1.11,1221.43,"2020-10-27",-15,0.81192341485794,0.734222683067725,1,1,1,0
903,"ATUS","Altice USA, Inc.","NYSE","Consumer Services","Television Services",,1528329600,0,0,1,0,2,"2020-07-29",0.15,0.19,24.18,"2020-11-03",783,0.588223687169851,0.932226557052733,0,0,1,0
904,"AMT","American Tower Corporation (REIT)","NYSE","Consumer Services","Real Estate Investment Trusts",4.14,1592438400,0,0,3,0,2,"2020-07-29",1.03,1,-3.38,"2020-10-29",41,-0.049527600495355,1.2536760267692,0,0,1,1
905,"BUD","Anheuser-Busch Inbev SA","NYSE","Consumer Non-Durables","Beverages (Production/Distribution)",1.45,1591660800,0,0,0,0,2,"2020-07-29",0.24,0.46,93.28,,50,0.573064495814097,0.672461241378361,1,1,0,1
906,"ARI","Apollo Commercial Real Estate Finance","NYSE","Consumer Services","Real Estate Investment Trusts",1.4,1593388800,0,0,0,0,1,"2020-07-29",0.29,-0.07,-124.14,"2020-10-21",30,0.416687478962219,0.581736920203777,0,0,0,0
907,"APO","Apollo Global Management, Inc","NYSE","Finance","Investment Managers",1.96,1597622400,0,0,3,0,6,"2020-07-29",0.48,0.46,-3.56,"2020-10-29",-19,0.872017577368076,1.21909948013041,0,0,0,0
908,"ATR","AptarGroup, Inc.","NYSE","Consumer Non-Durables","Plastic Products",1.44,1595894400,0,0,0,0,0,"2020-07-29",0.67,0.8,19.4,"2020-10-29",1,0.546476393368415,1.04491990606801,0,1,1,0
909,"APTV","Aptiv PLC","NYSE","Capital Goods","Auto Parts:O.E.M.",,1580774400,0,0,7,0,0,"2020-07-29",-1.37,-1.1,19.83,"2020-10-28",176,0.804875210769271,0.847942840264843,0,0,1,0
910,"MT","ArcelorMittal","NYSE","Basic Industries","Steel/Iron Ore",,1557964800,0,0,3,0,0,"2020-07-29",-0.5,-0.3,40,,440,0.281660708000594,0.64536768433458,1,0,1,0
911,"AROC","Archrock, Inc.","NYSE","Public Utilities","Natural Gas Distribution",0.58,1596758400,0,0,0,0,0,"2020-07-29",0.13,-0.2,-260,"2020-10-26",-9,0.733455807728413,0.791193733396423,1,1,1,0
912,"ACA","Arcosa, Inc.","NYSE","Capital Goods","Metal Fabrications",0.2,1594684800,0,0,1,0,0,"2020-07-29",0.6,0.73,22.28,"2020-10-28",15,0.633796629349672,1.07556859468333,0,0,0,0
913,"AI","Arlington Asset Investment Corp","NYSE","Consumer Services","Real Estate Investment Trusts",,1577664000,0,0,0,0,0,"2020-07-29",0.02,0.01,-58.33,,212,0.701342077580037,0.541115287411752,0,0,0,0
914,"AIW","Arlington Asset Investment Corp","NYSE","Consumer Services","Real Estate Investment Trusts",,0,0,0,0,0,0,"2020-07-29",0.02,0.01,-58.33,"2020-11-05",0,,,0,0,1,1
915,"ARW","Arrow Electronics, Inc.","NYSE","Technology","Electronic Components",,535161600,0,0,0,0,5,"2020-07-29",1.45,1.59,9.58,"2020-10-29",12278,0.420894149789127,0.831913751909283,1,0,1,0
916,"AJG","Arthur J. Gallagher & Co.","NYSE","Finance","Specialty Insurers",1.8,1599091200,0,0,4,0,4,"2020-07-29",0.73,0.94,29.66,"2020-10-22",-36,0.843755470436192,1.11186460272484,0,0,0,0
917,"ASPN","Aspen Aerogels, Inc.","NYSE","Consumer Services","RETAIL: Building Materials",,0,0,0,1,0,0,"2020-07-29",-0.2,-0.21,-2.44,,0,0.168581805967231,0.909859179239665,0,0,0,0
918,"AZN","Astrazeneca PLC","NYSE","Health Care","Major Pharmaceuticals",1.4,1597276800,0,0,2,0,0,"2020-07-29",0.44,0.48,9.09,,-15,0.416760198154818,1.16104466205645,0,0,0,0
919,"BBVA","Banco Bilbao Viscaya Argentaria S.A.","NYSE","Finance","Commercial Banks",0.47,1586217600,0,0,0,0,0,"2020-07-29","-","-","-",,113,0.466556901640396,0.707467506882884,0,0,0,0
920,"CS","Credit Suisse Group","NYSE","Finance","Investment Bankers/Brokers/Service",0.14,1588809600,0,0,0,0,0,"2020-07-29","-","-","-",,83,0.621964756625927,0.805058029500914,0,0,0,0
921,"ELAN","Elanco Animal Health Incorporated","NYSE","Health Care","Major Pharmaceuticals",,0,0,0,2,1,0,"2020-07-29",0.06,0.09,60.71,"2020-11-04",0,0.516017181813868,0.814970640936138,0,1,0,0
922,"LLY","Eli Lilly and Company","NYSE","Health Care","Major Pharmaceuticals",2.96,1597276800,0,0,1,0,0,"2020-07-29",1.56,1.89,21,"2020-10-27",-15,0.078264682303785,1.41333117144265,0,0,0,0
923,"FTAI","Fortress Transportation and Infrastructure Investors LLC","NYSE",,,1.32,1597363200,0,0,3,0,0,"2020-07-29",-0.21,-0.18,15.49,"2020-10-29",-16,0.872826363349886,0.864025795733515,0,0,0,0
924,"FMS","Fresenius Medical Care Corporation","NYSE","Health Care","Misc Health and Biotechnology Services",0.71,1598572800,0,0,2,0,0,"2020-07-29",0.53,0.6,14.29,,-30,1.16824066089983,1.18965486700362,0,0,0,0
925,"GIL","Gildan Activewear, Inc.","NYSE","Consumer Non-Durables","Apparel",,1583884800,0,0,0,0,3,"2020-07-29",-0.38,-0.99,-161.21,,140,0.766365587327332,0.577124847134804,1,0,1,1
926,"GPI","Group 1 Automotive, Inc.","NYSE","Consumer Durables","Automotive Aftermarket",,1582848000,0,0,4,0,0,"2020-07-29",0.68,3.77,456.87,"2020-10-22",152,1.30380933632987,0.69125794331038,1,1,1,1
927,"NNA","Navios Maritime Acquisition Corporation","NYSE","Transportation","Marine Transportation",1.2,1599091200,0,0,0,0,0,"2020-07-29",2.24,2.01,-10.43,,-36,0.901327172720125,0.614351714244895,0,0,1,0
928,"SAH","Sonic Automotive, Inc.","NYSE","Consumer Durables","Automotive Aftermarket",0.4,1600041600,0,0,1,0,3,"2020-07-29",0.31,0.65,108.33,"2020-10-22",-47,0.874142612016155,1.11659392690672,1,0,0,1
929,"TWOU","2U, Inc.","Nasdaq","Technology","Computer Software: Prepackaged Software",,0,0,0,5,0,1,"2020-07-29",-0.39,-0.34,13.27,"2020-11-10",0,0.862130902911948,1.73149610404476,0,0,0,0
930,"AGIO","Agios Pharmaceuticals, Inc.","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,3,0,0,"2020-07-29",-1.37,-1.31,4.59,"2020-10-29",0,-0.070631712457292,1.40357455062948,0,0,0,0
931,"AIMT","Aimmune Therapeutics, Inc.","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,0,0,3,"2020-07-29",-1.09,-1.06,3.02,"2020-11-04",0,-0.603431795261605,0.585622694701194,0,0,0,0
932,"ALXN","Alexion Pharmaceuticals, Inc.","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,6,0,1,"2020-07-29",2.59,3.11,20.08,"2020-10-21",0,-0.922281520150224,0.95502475381353,0,0,1,0
933,"ABTX","Allegiance Bancshares, Inc.","Nasdaq","Finance","Major Banks",0.4,1598572800,0,0,0,0,1,"2020-07-29",0.24,0.48,97.53,,-30,0.029204215921136,0.663114002527013,1,1,0,0
934,"MDRX","Allscripts Healthcare Solutions, Inc.","Nasdaq","Technology","EDP Services",,1223337600,0,0,0,2,2,"2020-07-29",0.12,0.18,48.76,"2020-11-02",4313,0.427212266525381,0.618555469276223,1,1,1,1
935,"GOOG","Alphabet Inc.","Nasdaq","Technology","Computer Software: Programming, Data Processing",,0,0,0,8,0,0,"2020-07-29",8.34,10.13,21.43,,0,0.700096682149243,1.15627251176245,0,0,0,0
936,"GOOGL","Alphabet Inc.","Nasdaq","Technology","Computer Software: Programming, Data Processing",,0,0,0,6,0,0,"2020-07-29",8.21,10.13,23.42,"2020-10-26",0,0.670038629939639,1.15724368707988,0,0,0,0
937,"ALTM","Altus Midstream Company","Nasdaq","Public Utilities","Natural Gas Distribution",,0,0,0,0,0,0,"2020-07-29",0.08,0.14,75,,0,0.541597287881514,0.339527613511208,1,0,0,0
938,"AMZN","Amazon.com, Inc.","Nasdaq","Consumer Services","Catalog/Specialty Distribution",,0,0,0,29,0,0,"2020-07-29",1.46,10.3,605.48,"2020-10-29",0,0.359791833175611,1.69440932446246,0,0,0,0
939,"AMSF","AMERISAFE, Inc.","Nasdaq","Finance","Property-Casualty Insurers",1.08,1599696000,0,0,1,0,0,"2020-07-29",0.69,1,44.93,"2020-10-29",-43,0.505264082660248,0.931108855186568,1,1,1,0
940,"ANIK","Anika Therapeutics Inc.","Nasdaq","Health Care","Medical/Dental Instruments",,0,0,0,0,0,0,"2020-07-29",-0.24,-0.54,-120.41,,0,0.060020700164105,0.620255851146854,1,0,1,0
941,"AAPL","Apple Inc.","Nasdaq","Technology","Computer Manufacturing",0.82,1596758400,1,4,29,1,4,"2020-07-29",0.51,0.65,26.22,"2020-10-28",-9,0.512150756321566,1.43374694068529,0,0,0,0
942,"ARGX","argenx SE","Nasdaq","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",,0,0,0,3,0,1,"2020-07-29",-2.34,-2.86,-22.27,,0,0.455694291468528,1.69580377394059,0,0,1,0
943,"TEAM","Atlassian Corporation Plc","Nasdaq","Technology","Computer Software: Prepackaged Software",,0,0,0,6,0,0,"2020-07-29",0.21,0.25,21.36,"2020-10-15",0,0.442271451663435,1.47157009591793,0,0,0,0
944,"AVGR","Avinger, Inc.","Nasdaq","Health Care","Medical/Dental Instruments",,0,0,0,1,0,0,"2020-07-29",-0.2,-0.18,12.2,,0,0.7702805772172,0.238719651169933,1,1,1,1
945,"BAND","Bandwidth Inc.","Nasdaq","Technology","Computer Software: Prepackaged Software",,0,0,0,8,0,2,"2020-07-29","-",0.13,3150,"2020-11-04",0,0.743247846740065,2.485128339307,0,0,1,1
946,"BPMC","Blueprint Medicines Corporation","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,5,0,0,"2020-07-29",-2.14,-2.28,-6.69,"2020-11-03",0,0.131032993812235,0.992247847674228,0,0,0,0
947,"BRKS","Brooks Automation, Inc.","Nasdaq","Technology","Industrial Machinery/Components",0.4,1599091200,0,0,1,0,2,"2020-07-29",0.2,0.32,60.8,"2020-11-04",-36,0.868126577899279,1.01230357491321,0,0,0,0
948,"CACC","Credit Acceptance Corporation","Nasdaq","Finance","Finance: Consumer Services",,0,0,0,0,0,0,"2020-07-29",4.85,5.4,11.46,"2020-10-30",0,0.932685866523406,1.01257833320239,1,1,1,1
949,"DNKN","Dunkin&#39; Brands Group, Inc.","Nasdaq","Consumer Services","Restaurants",1.61,1598832000,0,0,1,0,9,"2020-07-29",0.48,0.49,2.51,"2020-10-29",-33,0.986922128222468,0.899852423691187,0,1,1,1
950,"EA","Electronic Arts Inc.","Nasdaq","Technology","Computer Software: Prepackaged Software",,0,0,0,10,0,6,"2020-07-29",0.79,1.42,80.43,"2020-11-03",0,0.354317868644106,1.36662655246325,0,0,0,0
951,"FWRD","Forward Air Corporation","Nasdaq","Transportation","Oil Refining/Marketing",0.72,1597795200,0,0,1,0,1,"2020-07-29",0.12,0.33,170.49,"2020-10-22",-21,0.266120688907059,0.700575501472716,1,1,1,1
952,"GLPI","Gaming and Leisure Properties, Inc.","Nasdaq","Consumer Services","Real Estate Investment Trusts",2.4,1597363200,0,0,3,0,0,"2020-07-29",0.47,0.52,10.17,"2020-10-29",-16,0.536530239149005,0.853906265193281,0,0,0,0
953,"LI","Li Auto Inc.","Nasdaq","Capital Goods","Auto Manufacturing",,0,0,0,0,0,0,"2020-07-29","-","-","-",,0,,,0,0,0,0
954,"RVSB","Riverview Bancorp Inc","Nasdaq","Finance","Savings Institutions",0.2,1594166400,0,0,0,0,0,"2020-07-29",0.11,0.02,-81.82,,21,-0.292320653984731,0.690683191741399,0,1,1,1
955,"VBFC","Village Bank and Trust Financial Corp.","Nasdaq","Finance","Major Banks",,0,0,0,0,0,0,"2020-07-29","-","-","-",,0,,,1,1,1,1
956,"WRLD","World Acceptance Corporation","Nasdaq","Finance","Finance: Consumer Services",,0,0,0,0,0,0,"2020-07-29",-0.08,2.24,2831.71,"2020-10-29",0,-0.166289105160421,0.685594757046462,1,1,1,1
957,"DLA","Delta Apparel, Inc.","AMEX","Consumer Non-Durables","Apparel",,1188172800,0,0,0,0,0,"2020-07-29",-3.45,-0.01,99.71,,4720,1.05511502974087,0.452103800702673,0,0,0,0
958,"ABBV","AbbVie Inc.","NYSE","Health Care","Major Pharmaceuticals",4.72,1594684800,0,0,5,0,0,"2020-07-30",2.19,2.34,6.9,"2020-10-30",16,0.091047977716493,1.15906158806364,0,0,0,0
959,"ASIX","AdvanSix Inc.","NYSE","Basic Industries","Major Chemicals",,0,0,0,0,0,0,"2020-07-30",0.31,0.41,32.26,,0,0.528022291507308,0.560579258104148,1,1,0,1
960,"ABEV","Ambev S.A.","NYSE","Consumer Non-Durables","Beverages (Production/Distribution)",0.12,1576800000,0,0,0,0,0,"2020-07-30",0.01,0.02,45.45,,223,0.443488803857056,0.650729635599588,1,1,1,1
961,"AXL","American Axle & Manufacturing Holdings, Inc.","NYSE","Capital Goods","Auto Parts:O.E.M.",,1228348800,0,0,0,0,2,"2020-07-30",-1.98,-1.79,9.69,"2020-10-30",4256,0.73921106991483,0.742533342043558,0,1,1,1
962,"AON","Aon plc","NYSE","Finance","Specialty Insurers",1.76,1596153600,0,0,3,0,2,"2020-07-30",1.93,1.96,1.61,"2020-10-26",-1,0.806958269479466,1.00272411111359,0,0,0,0
963,"ABR","Arbor Realty Trust","NYSE","Consumer Services","Real Estate Investment Trusts",1.24,1597363200,0,0,2,0,0,"2020-07-30",0.27,0.4,49.25,"2020-10-30",-15,0.197317611118803,0.61437561902992,1,1,1,1
964,"ASX","ASE Technology Holding Co., Ltd.","NYSE","Technology","Semiconductors",,1565654400,0,0,0,0,0,"2020-07-30",0.1,0.11,12.63,,352,0.147799912121941,0.934996625084454,0,1,1,1
965,"BERY","Berry Global Group, Inc.","NYSE","Consumer Non-Durables","Plastic Products",,0,0,0,2,0,0,"2020-07-30",1.15,1.52,32.4,"2020-11-19",0,0.754741808814922,1.00470762380101,0,1,0,0
966,"BCC","Boise Cascade, L.L.C.","NYSE","Consumer Services","RETAIL: Building Materials",0.4,1598832000,0,0,1,0,0,"2020-07-30",0.54,0.85,57.99,"2020-11-04",-32,0.773852352510686,1.07733873690648,1,1,1,1
967,"BAH","Booz Allen Hamilton Holding Corporation","NYSE","Consumer Services","Professional Services",1.24,1597276800,0,0,1,0,2,"2020-07-30",0.86,0.93,8.27,"2020-10-30",-14,-0.113848821067756,1.04095494273524,1,1,1,1
968,"BTI","British American Tobacco p.l.c.","NYSE","Consumer Non-Durables","Farming/Seeds/Milling",2.71,1601510400,0,0,0,0,0,"2020-07-30","-","-","-",,-63,-0.699113082572521,0.986615628325386,0,1,1,1
969,"CBRE","CBRE Group, Inc.","NYSE","Finance","Real Estate",,0,0,0,1,0,1,"2020-07-30",0.42,0.35,-17.45,"2020-11-04",0,-0.271923096201124,0.787265388806501,0,0,0,0
970,"CHD","Church & Dwight Company, Inc.","NYSE","Basic Industries","Package Goods/Cosmetics",0.96,1597276800,0,0,3,0,3,"2020-07-30",0.63,0.77,21.84,"2020-10-29",-14,0.718665033028332,1.20825183725225,0,1,1,1
971,"XOM","Exxon Mobil Corporation","NYSE","Energy","Integrated oil Companies",3.48,1597190400,0,0,0,0,4,"2020-07-30",-0.61,-0.7,-14.38,"2020-10-30",-13,-0.000543437223066,0.656147393319211,0,1,0,1
972,"FCAU","Fiat Chrysler Automobiles N.V.","NYSE","Capital Goods","Auto Manufacturing",,0,0,0,1,0,0,"2020-07-30",-1.15,-0.65,43.63,,0,0.625996224031319,0.75441581493477,0,1,1,1
973,"GOL","Gol Linhas Aereas Inteligentes S.A.","NYSE","Transportation","Air Freight/Delivery Services",,1304553600,0,0,0,0,0,"2020-07-30",-0.91,-2.09,-129.7,,3374,-0.230425388562882,0.448606891630629,0,0,1,0
974,"KYN","Kayne Anderson MLP/Midstream Investment Company","NYSE",,,0.6,1592352000,0,0,0,0,0,"2020-07-30","-","-","-","2020-10-28",43,-0.214790350599292,0.441701766248809,0,0,0,0
975,"MRK","Merck & Company, Inc.","NYSE","Health Care","Major Pharmaceuticals",2.44,1600041600,0,0,0,0,0,"2020-07-30",1.04,1.37,31.6,"2020-10-27",-46,-1.31795039968138E-06,0.931152348444056,0,1,1,1
976,"NOK","Nokia Corporation","NYSE","Technology","Radio And Television Broadcasting And Communications Equipment",,1564358400,0,0,2,0,1,"2020-07-30",0.03,0.07,153.85,,367,0.102725523044889,1.25283378114114,0,0,0,0
977,"PSX","Phillips 66","NYSE","Energy","Integrated oil Companies",3.6,1597622400,0,0,11,0,1,"2020-07-30",-0.92,-0.74,20,"2020-10-23",-18,-0.035735278424408,0.580525820372035,0,0,0,1
